digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,year,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
5,No,-,No,-,Neither,-,130318,2018,9.6,79.0,1.2,2005.0,0.71,M
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,130319,2018,13.83,60.0,0.83,2003.0,0.83,E
2,No,-,No,-,Both,6:07:08,130320,2018,11.16,72.0,0.96,2006.0,0.71,M
2,Yes,3:04:05,No,-,Students,3:04:05,130321,2018,12.72,60.0,1.09,2005.0,0.95,E
1,Yes,K:1:2:3:4:5,No,-,Students,K:1:2:3:4:5,130322,2018,16.83,44.0,1.52,1998.0,0.7,E
1,Yes,6:07:08,No,-,Students,6:07:08,130323,2018,19.08,61.0,1.39,2009.0,0.72,M
0,No,-,No,-,Students,9:10:11:12,130324,2018,4.44,63.0,1.24,2002.0,0.66,H
3,No,-,No,-,Students,K:1:2:3:4:5,130325,2018,13.61,38.0,0.69,2005.0,0.75,E
1,No,-,No,-,Students,9:10:11:12,130326,2018,3.82,186.0,2.24,1996.0,0.62,H
10,No,-,No,-,Students,6:07:08,130327,2018,7.68,81.0,1.25,2005.0,0.67,M
2,Yes,K:1:2:3:4:5,No,-,Neither,-,130328,2018,26.7,15.0,0.75,2003.0,0.55,E
1,Yes,3:04:05,No,-,Staff,-,130329,2018,20.27,58.0,1.0,1999.0,0.71,E
2,No,-,No,-,Neither,-,130330,2018,21.73,21.0,0.75,1996.0,0.68,E
2,Yes,3:04:05,No,-,Neither,-,130331,2018,13.82,45.0,0.8,2003.0,0.85,E
0,No,-,No,-,Both,9:10:11:12,130332,2018,5.75,100.0,1.19,2003.0,0.6,H
100,No,-,No,-,Both,9:10:11:12,130333,2018,2.17,7.0,0.88,2005.0,0.77,T
2,No,-,No,-,Staff,-,130336,2018,16.8,59.0,1.07,2002.0,0.71,E
1,Yes,3:04:05,No,-,Neither,-,130337,2018,12.18,60.0,1.28,2007.0,0.7,E
1,Yes,2:3:4:5,No,-,Both,K:1:2:3:4:5,130338,2018,14.52,56.0,0.86,1997.0,0.63,E
3,Yes,4:05,No,-,Both,K:1:2:3:4:5,130340,2018,18.17,65.0,1.08,1999.0,0.74,E
1,Yes,2:3:4:5,No,-,Neither,-,130342,2018,17.79,54.0,0.96,2001.0,0.88,E
1,Yes,1:2:3:4:5,No,-,Neither,-,130344,2018,21.91,47.0,0.98,2000.0,0.71,E
2,Yes,2:3:4:5,No,-,Neither,-,130345,2018,6.95,65.0,1.03,2006.0,0.91,E
1,No,-,No,-,Students,6:07:08,130346,2018,11.71,78.0,1.05,2007.0,0.71,M
-,Yes,9:10,Yes,9:10,Both,9:10,130349,2018,,11.0,1.38,,0.94,H
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,130350,2018,,15.0,1.88,,0.87,H
0,No,-,No,-,Neither,-,130355,2018,12.14,90.0,1.29,2009.0,0.65,M
,,,,,,,130LEA,2018,11.78,2394.0,1.15,2002.0,0.69,
4,No,-,No,-,Students,9:10:11:12,132304,2018,9.46,126.0,1.16,2004.0,0.58,H
0,No,-,No,-,Staff,-,132308,2018,16.52,42.0,1.24,1998.0,1.32,E
1,No,-,No,-,Staff,-,132312,2018,19.51,34.0,1.13,2003.0,1.19,E
6,Yes,3:04:05,No,-,Staff,-,132314,2018,25.56,60.0,1.2,2008.0,0.91,E
1,Yes,4:05,No,-,Staff,-,132328,2018,17.58,46.0,1.39,2000.0,0.93,E
1,No,-,No,-,Neither,-,132329,2018,,70.0,1.17,2002.0,,
1,No,-,No,-,Staff,-,132330,2018,12.55,67.0,0.65,2002.0,0.91,M
1,No,-,No,-,Staff,-,132332,2018,24.48,34.0,1.79,1998.0,0.75,E
1,Yes,3:04:05,No,-,Staff,-,132336,2018,23.31,42.0,1.35,2003.0,0.68,E
,,,,,,,132LEA,2018,17.76,521.0,1.11,2002.0,0.69,
25,Yes,3:4:5:6:7:8:9:10:11:12,Yes,9:10:11:12,Neither,-,13A000,2018,,53.0,1.33,,2.21,A
0,No,-,No,-,Neither,-,13B000,2018,0.13,82.0,0.75,2013.0,5.02,A
-,No,-,No,-,Neither,-,13C000,2018,,15.0,1.07,,5.87,I
-,No,-,No,-,Neither,-,13D000,2018,,40.0,0.74,,3.29,I
1,No,-,No,-,Both,PK:K:1:2:3:4:5,140304,2018,28.02,25.0,0.89,1999.0,1.33,E
-,Yes,9:10:11:12,No,-,Both,9:10:11:12,140305,2018,,11.0,1.1,,0.63,H
0,No,-,No,-,Neither,-,140306,2018,18.84,7.0,0.58,2012.0,0.6,T
5,Yes,K:1:2:3:4:5,No,-,Both,K:1:2:3:4:5,140307,2018,200.75,6.0,0.6,2009.0,0.44,E
5,No,-,No,-,Neither,-,140308,2018,30.66,29.0,1.12,2000.0,0.82,I
-,No,-,No,-,Both,9:10:11:12:13,140309,2018,,21.0,1.4,,1.01,H
2,No,-,No,-,Neither,-,140312,2018,20.93,35.0,1.13,1998.0,1.85,E
1,No,-,No,-,Both,4:05,140316,2018,21.05,34.0,1.06,2001.0,1.91,E
1,No,-,No,-,Neither,-,140324,2018,34.75,48.0,1.33,1999.0,1.45,E
1,Yes,6:07:08,No,-,Both,6:07:08,140332,2018,19.24,47.0,1.15,2004.0,0.83,M
1,No,-,No,-,Neither,-,140336,2018,21.34,42.0,1.0,1999.0,0.78,M
2,No,-,No,-,Both,K:1:2:4,140340,2018,34.52,25.0,0.71,1997.0,1.31,E
1,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,140344,2018,42.02,17.0,0.65,2000.0,0.68,I
1,No,-,No,-,Both,9:10:11:12,140348,2018,12.04,75.0,1.29,2001.0,0.85,H
1,No,-,No,-,Neither,-,140352,2018,17.33,27.0,0.55,2002.0,1.3,E
0,No,-,No,-,Both,6:07:08,140356,2018,15.66,50.0,0.88,1999.0,0.68,M
1,Yes,1:2:3:4:5:6:7:8,No,-,Students,6:07:08,140360,2018,63.78,17.0,0.85,1998.0,0.52,I
1,No,-,No,-,Both,6:07:08,140368,2018,21.3,48.0,1.33,2004.0,0.85,M
0,No,-,No,-,Neither,-,140372,2018,24.02,27.0,0.9,1999.0,1.71,E
1,Yes,3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,140376,2018,80.04,21.0,2.63,1998.0,0.66,I
0,No,-,No,-,Both,PK:K:1:2:3:4:5,140384,2018,41.43,18.0,0.6,2001.0,1.43,E
1,No,-,No,-,Neither,-,140386,2018,10.94,123.0,1.14,1992.0,1.24,H
0,Yes,4:05,No,-,Both,K:1:2:3:4:5,140388,2018,51.61,10.0,0.5,2002.0,0.99,E
1,No,-,No,-,Both,9:10:11:12,140390,2018,15.64,38.0,0.63,1996.0,0.97,H
1,Yes,K:1:2:3:4:5,No,-,Both,K:1:2:3:4:5,140392,2018,58.59,10.0,0.67,1997.0,0.62,E
1,No,-,No,-,Neither,-,140396,2018,39.67,31.0,0.97,1999.0,0.91,E
,,,,,,,140LEA,2018,24.49,842.0,0.97,2000.0,1.0,
5,No,-,No,-,Neither,-,150304,2018,11.0,32.0,1.1,1995.0,0.58,H
0,No,-,No,-,Neither,-,150308,2018,34.56,36.0,1.03,2004.0,1.0,E
-,No,-,No,-,Neither,-,150310,2018,,25.0,1.14,,1.19,E
0,No,-,No,-,Neither,-,150312,2018,26.64,29.0,1.12,2003.0,0.54,M
-,No,-,Yes,9:10:11:12,Both,9:10:11:12,150350,2018,,9.0,1.0,,0.64,H
,,,,,,,150LEA,2018,24.34,131.0,1.08,2001.0,0.76,
0,Yes,3:05,Yes,7,Neither,-,160304,2018,129.93,10.0,0.77,2009.0,0.67,E
2,Yes,2:3:4:5,No,-,Neither,-,160306,2018,31.63,42.0,1.11,1999.0,1.07,E
1,Yes,2:3:4:5,No,-,Neither,-,160308,2018,35.48,46.0,1.1,1997.0,1.07,E
-,No,-,No,-,Neither,-,160309,2018,,9.0,1.29,,0.41,A
0,Yes,6:07:08,No,-,Neither,-,160310,2018,37.71,30.0,1.2,1998.0,0.9,M
2,Yes,6:07:08,No,-,Neither,-,160311,2018,17.91,54.0,1.23,2002.0,1.02,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,160313,2018,10.83,78.0,1.7,2000.0,0.86,H
0,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,160314,2018,7.94,80.0,1.63,2005.0,0.85,H
1,Yes,2:3:4:5,No,-,Neither,-,160316,2018,83.58,17.0,1.31,1994.0,0.8,E
0,Yes,4:05,No,-,Neither,-,160317,2018,31.91,33.0,1.14,1997.0,0.69,E
0,Yes,6:07:08,No,-,Both,6:07:08,160318,2018,13.93,54.0,1.42,2002.0,0.88,M
0,Yes,1:02:03,No,-,Neither,-,160322,2018,26.68,54.0,1.13,1995.0,0.89,E
0,Yes,2:3:4:5,No,-,Neither,-,160324,2018,23.03,71.0,1.27,2000.0,1.23,E
0,Yes,6:07:08,No,-,Neither,-,160326,2018,25.44,48.0,1.17,1999.0,0.61,M
0,Yes,2:3:4:5:6:7:8,No,-,Neither,-,160332,2018,49.15,38.0,1.58,1998.0,0.83,I
0,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,160344,2018,6.94,110.0,0.92,1996.0,0.74,H
0,Yes,2:3:4:5,No,-,Neither,-,160352,2018,19.69,65.0,1.44,1999.0,1.19,E
,,,,,,,160LEA,2018,21.98,839.0,1.24,1999.0,0.89,
10,No,-,No,-,Students,3:04:05,16B000,2018,97.56,3.0,0.19,2010.0,7.88,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,170316,2018,10.21,60.0,0.79,1989.0,0.66,H
0,Yes,3:04:05,No,-,Staff,-,170334,2018,20.39,28.0,0.85,2004.0,1.23,E
0,Yes,6:07:08,Yes,6:07:08,Staff,-,170338,2018,19.66,49.0,0.89,1999.0,0.69,M
2,Yes,3:04:05,No,-,Staff,-,170339,2018,19.85,29.0,1.32,2004.0,1.23,E
0,Yes,3:04:05,No,-,Staff,-,170342,2018,35.52,28.0,0.78,1992.0,1.05,E
2,Yes,3:04:05,No,-,Staff,-,170344,2018,28.79,15.0,1.0,1997.0,1.1,E
,,,,,,,170LEA,2018,19.41,209.0,0.88,1998.0,0.83,
17,Yes,7,Yes,7,Both,7:08,180302,2018,19.11,51.0,1.28,2006.0,0.64,M
2,No,-,No,-,Neither,-,180304,2018,19.25,56.0,1.1,2005.0,1.39,E
1,No,-,No,-,Neither,-,180308,2018,12.77,72.0,1.29,2007.0,1.46,H
12,Yes,3:4:5:6,No,-,Neither,-,180312,2018,28.31,28.0,1.17,2005.0,0.8,E
14,Yes,5:06,No,-,Both,4:05:06,180316,2018,23.39,50.0,1.11,2003.0,1.08,E
14,No,-,No,-,Both,9:10:11:12,180320,2018,14.56,71.0,1.37,2007.0,1.19,H
-,No,-,No,-,Neither,-,180323,2018,,15.0,1.0,,0.31,A
11,No,-,No,-,Neither,-,180324,2018,33.29,41.0,0.98,2003.0,1.27,E
-,No,-,No,-,Both,9:10:11:12:13,180325,2018,,13.0,0.87,,2.66,H
7,No,-,No,-,Neither,-,180326,2018,35.84,36.0,1.44,2003.0,1.25,E
10,Yes,3:4:5:6,No,-,Both,5:06,180332,2018,29.58,36.0,1.24,2004.0,0.68,E
8,Yes,5:06,No,-,Staff,-,180336,2018,31.9,42.0,1.24,2002.0,1.11,E
11,No,-,No,-,Neither,-,180340,2018,13.89,75.0,1.17,2004.0,1.57,H
13,Yes,7,Yes,7,Staff,-,180342,2018,25.9,47.0,1.52,2005.0,0.62,M
9,No,-,No,-,Neither,-,180343,2018,26.58,50.0,1.14,2004.0,0.87,E
22,No,-,No,-,Neither,-,180344,2018,29.59,45.0,1.55,2003.0,1.0,E
11,Yes,7,Yes,7,Neither,-,180346,2018,28.21,40.0,1.43,2005.0,0.63,M
8,No,-,No,-,Neither,-,180348,2018,10.61,75.0,1.23,2005.0,1.65,H
19,Yes,7,Yes,7,Students,8,180352,2018,24.39,48.0,1.92,2005.0,0.62,M
5,No,-,No,-,Neither,-,180356,2018,27.79,53.0,1.18,2002.0,1.1,E
3,No,-,No,-,Neither,-,180360,2018,27.02,52.0,1.41,2002.0,1.33,E
14,Yes,7,Yes,7,Neither,-,180364,2018,27.12,53.0,1.96,2004.0,0.72,M
1,Yes,4:05:06,No,-,Staff,-,180368,2018,23.33,47.0,1.68,2007.0,0.85,E
14,Yes,K:1:2:3:4:5:6,No,-,Neither,-,180372,2018,25.26,56.0,1.3,2004.0,0.55,E
9,No,-,No,-,Neither,-,180376,2018,16.0,75.0,1.03,2007.0,1.34,H
6,No,-,No,-,Neither,-,180379,2018,30.73,49.0,1.14,2009.0,1.19,E
11,Yes,4:05:06,No,-,Neither,-,180380,2018,22.5,50.0,1.43,2005.0,1.13,E
12,Yes,K:1:2:3:4:5:6,No,-,Neither,-,180388,2018,23.68,41.0,1.28,2004.0,0.66,E
,,,,,,,180LEA,2018,22.58,1367.0,1.27,2005.0,1.0,
0,Yes,7,Yes,7,Neither,-,181312,2018,20.73,55.0,1.57,1994.0,0.73,M
0,Yes,7:08,Yes,7,Neither,-,181316,2018,16.83,55.0,1.49,2001.0,0.74,M
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,181318,2018,,45.0,1.18,,0.26,T
0,No,-,No,-,Students,PK:9:10:11:12,181322,2018,10.31,100.0,1.37,1993.0,1.49,H
1,No,-,No,-,Neither,-,181326,2018,28.68,41.0,1.37,1997.0,1.06,E
1,Yes,3:04:05,No,-,Neither,-,181332,2018,30.46,40.0,1.6,1997.0,0.66,E
0,No,-,No,-,Students,4:05,181336,2018,32.82,34.0,1.7,2000.0,1.78,E
0,No,-,No,-,Neither,-,181342,2018,28.03,40.0,1.6,2001.0,1.09,E
0,No,-,No,-,Neither,-,181344,2018,22.74,47.0,1.27,1996.0,1.16,E
,,,,,,,181LEA,2018,21.17,457.0,1.43,1997.0,0.92,
0,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8:9:10:11:12:13,182304,2018,8.06,20.0,2.0,2006.0,3.1,A
5,No,-,Yes,7,Neither,-,182316,2018,7.88,63.0,1.29,2008.0,0.7,H
0,Yes,7,Yes,7,Neither,-,182321,2018,39.27,52.0,1.16,2008.0,0.61,M
0,No,-,No,-,Both,PK:K:1:2:3:4:5,182322,2018,11.28,36.0,1.44,2000.0,1.1,E
0,No,-,No,-,Neither,-,182324,2018,23.56,35.0,1.25,1999.0,0.95,E
0,No,-,No,-,Neither,-,182328,2018,38.82,34.0,1.17,1996.0,1.47,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,182700,2018,4.63,27.0,2.45,2001.0,1.73,H
,,,,,,,182LEA,2018,21.78,267.0,1.36,2003.0,0.88,
1,No,-,No,-,Neither,-,190304,2018,60.01,15.0,1.36,2006.0,0.61,I
20,No,-,No,-,Neither,-,190308,2018,44.22,18.0,0.75,1997.0,1.14,I
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,190310,2018,273.14,7.0,0.58,1999.0,0.19,H
1,Yes,6:07:08,No,-,Neither,-,190312,2018,21.76,35.0,1.0,2003.0,0.64,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,190316,2018,30.15,40.0,1.14,1999.0,0.68,H
1,No,-,No,-,Neither,-,190328,2018,38.62,26.0,0.74,2003.0,0.83,M
4,No,-,No,-,Neither,-,190332,2018,43.91,18.0,0.9,2005.0,0.75,I
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,190336,2018,10.76,75.0,1.29,1999.0,0.85,H
1,Yes,6:07:08,No,-,Neither,-,190339,2018,16.5,42.0,0.88,2005.0,0.7,M
1,No,-,No,-,Neither,-,190340,2018,35.45,12.0,0.48,2003.0,0.8,I
1,No,-,No,-,Neither,-,190341,2018,27.37,25.0,0.64,2004.0,1.08,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,190342,2018,7.96,85.0,1.01,1998.0,0.8,H
1,No,-,No,-,Neither,-,190346,2018,22.73,25.0,0.49,2002.0,1.05,E
1,No,-,No,-,Neither,-,190348,2018,268.56,14.0,0.37,1998.0,1.19,E
1,No,-,No,-,Neither,-,190350,2018,29.9,46.0,0.96,2001.0,1.07,E
1,Yes,8,No,-,Neither,-,190352,2018,31.36,22.0,0.79,1999.0,0.96,I
1,No,-,No,-,Neither,-,190370,2018,35.53,27.0,0.56,2004.0,1.6,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,190501,2018,168.71,10.0,1.0,2000.0,0.4,H
,,,,,,,190LEA,2018,40.4,542.0,0.84,2001.0,0.87,
0,Yes,9:10:11:12,Yes,9:10:11:12,Both,11:12,19A000,2018,25.32,44.0,1.33,2015.0,1.95,A
0,Yes,7,No,-,Neither,-,19C000,2018,4.83,6.0,0.86,,7.96,I
6,Yes,3:04,No,-,Staff,-,200304,2018,23.41,40.0,1.43,1999.0,0.85,E
11,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,200308,2018,18.39,40.0,1.54,1998.0,0.81,H
9,Yes,5:6:7:8,Yes,6:07:08,Both,5:6:7:8,200310,2018,22.01,23.0,1.21,1999.0,0.68,M
5,Yes,3:4:5:6:7:8,Yes,6:07:08,Both,PK:K:1:2:3:4:5:6:7:8,200312,2018,69.32,25.0,1.79,1997.0,0.68,I
0,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,200314,2018,56.55,25.0,1.56,1997.0,0.81,H
17,Yes,5,No,-,Staff,-,200316,2018,,8.0,0.89,1998.0,,
5,Yes,5:6:7:8,Yes,6:07:08,Both,K:1:2:3:4:5:6:7:8,200320,2018,50.29,30.0,1.88,1996.0,0.68,I
100,Yes,6:7:8:9:10:11:12,No,-,Both,6:7:8:9:10:11:12,200322,2018,9.93,5.0,0.71,2005.0,0.77,T
7,Yes,3:04:05,No,-,Both,PK:K:1:2:3:4:5,200324,2018,14.36,38.0,1.0,2002.0,1.1,E
5,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,200328,2018,16.9,55.0,1.34,1994.0,0.78,H
6,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,200330,2018,22.49,30.0,1.67,2000.0,0.85,M
12,Yes,3:04:05,No,-,Staff,-,200332,2018,28.25,18.0,1.38,1997.0,0.7,E
5,Yes,3:4:5:6:7:8,Yes,6:07:08,Both,PK:K:1:2:3:4:5:6:7:8,200336,2018,30.35,33.0,1.32,2000.0,1.0,I
100,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,200350,2018,3.31,6.0,0.86,2000.0,1.01,H
,,,,,,,200LEA,2018,26.83,376.0,1.36,1999.0,0.81,
0,No,-,No,-,Neither,-,20A000,2018,139.04,9.0,0.75,2001.0,1.86,I
1,Yes,6:07:08,Yes,6:07:08,Neither,-,210304,2018,16.58,54.0,1.64,2000.0,0.77,M
0,No,-,No,-,Neither,-,210306,2018,19.87,44.0,1.38,1997.0,0.9,E
2,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,210312,2018,6.27,57.0,1.24,1991.0,0.7,H
0,No,-,No,-,Neither,-,210316,2018,25.47,54.0,1.38,1997.0,0.82,E
,,,,,,,210LEA,2018,16.27,209.0,1.39,1996.0,0.39,
0,Yes,K:1:2:3:4,No,-,Neither,-,220308,2018,18.23,40.0,1.11,1998.0,0.78,E
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,220310,2018,14.13,49.0,1.44,1989.0,0.45,H
0,Yes,5:6:7:8,Yes,7:08,Neither,-,220312,2018,15.79,29.0,1.26,1998.0,0.57,M
,,,,,,,220LEA,2018,16.21,118.0,1.27,1995.0,0.59,
1,Yes,4,No,-,Neither,-,230304,2018,20.15,48.0,1.3,2004.0,0.95,E
1,No,-,No,-,Neither,-,230308,2018,22.45,54.0,1.32,2001.0,1.15,E
1,Yes,10:11,Yes,10:11,Neither,-,230312,2018,13.34,79.0,1.05,2000.0,0.53,H
1,No,-,No,-,Neither,-,230316,2018,19.49,67.0,1.22,2001.0,1.2,M
0,No,-,No,-,Neither,-,230320,2018,42.64,39.0,1.18,2001.0,0.82,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,230322,2018,,20.0,1.54,,0.83,H
1,Yes,10:11,Yes,10:11,Neither,-,230324,2018,12.59,88.0,1.11,1999.0,0.63,H
0,No,-,No,-,Neither,-,230328,2018,26.88,70.0,1.19,2000.0,1.02,M
10,No,-,No,-,Neither,-,230330,2018,9.99,18.0,0.86,2008.0,0.35,T
5,No,-,No,-,Neither,-,230334,2018,25.25,29.0,1.53,2006.0,0.98,E
15,No,-,No,-,Neither,-,230336,2018,17.42,54.0,1.42,2005.0,0.78,M
1,No,-,No,-,Neither,-,230340,2018,22.28,52.0,1.37,2000.0,1.22,E
0,No,-,No,-,Neither,-,230342,2018,33.13,34.0,1.21,2004.0,0.68,E
0,No,-,No,-,Neither,-,230344,2018,31.31,37.0,1.23,2002.0,0.97,E
1,No,-,No,-,Neither,-,230346,2018,22.18,36.0,1.89,2000.0,1.31,E
0,No,-,No,-,Neither,-,230348,2018,14.14,34.0,1.48,2002.0,1.42,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Staff,-,230350,2018,11.55,89.0,0.92,2003.0,0.65,H
2,No,-,No,-,Both,5:06,230351,2018,21.27,53.0,1.23,2003.0,1.46,M
2,No,-,No,-,Neither,-,230352,2018,24.45,59.0,1.05,1997.0,0.63,M
1,No,-,No,-,Neither,-,230355,2018,50.8,39.0,1.3,2003.0,0.64,E
1,No,-,No,-,Neither,-,230357,2018,27.14,27.0,1.35,2003.0,1.16,E
1,No,-,No,-,Neither,-,230359,2018,25.53,10.0,1.0,2009.0,0.67,A
1,Yes,10:11,Yes,10:11,Neither,-,230361,2018,10.96,71.0,1.16,2001.0,0.56,H
0,No,-,No,-,Neither,-,230362,2018,43.98,56.0,1.24,1996.0,0.62,M
0,No,-,No,-,Neither,-,230364,2018,23.27,50.0,1.22,2001.0,1.1,E
1,No,-,No,-,Neither,-,230368,2018,16.31,57.0,1.14,2003.0,1.71,E
0,No,-,No,-,Neither,-,230370,2018,18.61,40.0,1.18,2000.0,1.78,E
1,No,-,No,-,Neither,-,230376,2018,30.3,41.0,1.32,2000.0,1.05,E
1,No,-,No,-,Neither,-,230380,2018,30.23,29.0,1.45,2003.0,0.81,E
,,,,,,,230LEA,2018,21.15,1380.0,1.2,2002.0,0.82,
2,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,240304,2018,41.15,38.0,3.17,1995.0,0.39,M
1,Yes,5,No,-,Both,K:1:2:3:4:5,240308,2018,37.82,47.0,2.04,1997.0,0.93,E
0,Yes,2:3:4:5:6:7:8,Yes,6:07:08,Students,6:07:08,240328,2018,28.19,48.0,1.71,1997.0,0.36,I
1,Yes,6:07:08,Yes,6:07:08,Neither,-,240330,2018,73.3,51.0,2.43,1996.0,0.39,M
0,Yes,4:05,No,-,Neither,-,240332,2018,42.85,48.0,2.29,1995.0,1.59,E
0,No,-,No,-,Both,9:10:11:12,240334,2018,12.07,125.0,3.57,1990.0,1.61,H
0,Yes,4:5:6:7:8,Yes,6:07:08,Students,K:1:2:3:4:5:6:7:8,240344,2018,24.29,45.0,2.25,1997.0,0.95,I
5,Yes,4:05,No,-,Students,PK:K:1:2:3:4:5,240352,2018,65.39,36.0,3.0,1998.0,0.62,E
0,No,-,No,-,Students,PK:K:1:2:3:4:5,240354,2018,22.42,49.0,1.75,1998.0,0.78,E
0,Yes,6:07:08,Yes,6:07:08,Students,6:07:08,240356,2018,41.63,49.0,1.75,2008.0,0.63,M
5,Yes,6:07:08,Yes,6:07:08,Students,6:07:08,240368,2018,24.04,34.0,2.0,2003.0,0.48,M
0,No,-,No,-,Students,K:1:2:3:4:5,240370,2018,40.96,40.0,1.74,2012.0,0.93,E
7,No,-,No,-,Students,9:10:11:12,240371,2018,12.57,125.0,2.4,1982.0,1.14,H
1,Yes,1:2:3:4:5,No,-,Neither,-,240372,2018,35.05,70.0,2.33,2000.0,0.7,E
0,No,-,No,-,Students,9:10:11:12:13,240373,2018,0.21,40.0,3.33,2011.0,1.15,H
0,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,240376,2018,33.14,43.0,1.72,1999.0,0.89,M
1,No,-,No,-,Students,9:10:11:12,240380,2018,15.16,96.0,2.82,1987.0,0.91,H
0,Yes,4:5:6:7:8,Yes,6:07:08,Students,K:1:2:3:4:5:6:7:8,240388,2018,19.97,73.0,1.66,2002.0,0.82,I
,,,,,,,240LEA,2018,25.35,1057.0,2.27,1998.0,0.79,
1,Yes,6:07:08,Yes,6:07:08,Neither,-,241304,2018,35.22,39.0,0.68,1993.0,0.72,M
0,Yes,3:04:05,No,-,Neither,-,241308,2018,29.23,57.0,1.3,2009.0,0.79,E
-,Yes,6:7:8:9:10:11:12:13,No,-,Neither,-,241312,2018,,3.0,0.5,,0.5,T
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,241316,2018,10.1,50.0,0.96,1995.0,0.79,H
0,Yes,2,No,-,Neither,-,241320,2018,29.55,52.0,1.3,1996.0,1.68,E
,,,,,,,241LEA,2018,24.69,201.0,1.01,1998.0,0.87,
-,No,-,No,-,Neither,-,24N000,2018,,45.0,1.0,,9.28,I
0,Yes,3:04:05,No,-,Neither,-,250304,2018,30.7,30.0,1.25,2002.0,0.51,E
1,Yes,2:3:4:5,No,-,Neither,-,250306,2018,27.58,33.0,1.18,1998.0,0.97,E
1,Yes,2:3:4:5,No,-,Neither,-,250308,2018,26.49,25.0,0.81,1996.0,0.7,E
0,No,-,No,-,Neither,-,250312,2018,25.06,53.0,1.1,1996.0,1.15,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,250314,2018,,5.0,0.5,,0.79,H
0,Yes,2:3:4:5,No,-,Neither,-,250316,2018,18.4,38.0,1.06,2002.0,1.03,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,250320,2018,28.6,40.0,0.89,1999.0,0.52,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,250321,2018,,6.0,0.75,,0.71,H
0,No,-,No,-,Neither,-,250324,2018,19.51,44.0,1.05,1996.0,0.51,M
0,Yes,PK:K:1:2:3:4:5,No,-,Neither,-,250328,2018,34.22,26.0,1.08,1997.0,0.86,E
0,Yes,8,No,-,Neither,-,250332,2018,12.73,65.0,1.33,1998.0,0.86,M
0,Yes,1:2:3:4:5,No,-,Neither,-,250336,2018,35.81,35.0,1.35,1996.0,0.85,E
5,Yes,9:10:11:12:13,No,-,Neither,-,250340,2018,12.81,63.0,0.85,1994.0,0.5,H
0,Yes,6:07:08,No,-,Neither,-,250344,2018,16.22,41.0,0.91,2000.0,0.97,M
0,Yes,PK:K:1:2:3:4:5,No,-,Neither,-,250348,2018,31.57,35.0,1.17,2002.0,0.35,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,250350,2018,34.35,45.0,1.55,1999.0,0.55,E
4,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,250356,2018,17.7,95.0,1.0,1990.0,0.51,H
1,Yes,K:1:2:3:4:5,No,-,Neither,-,250360,2018,20.86,33.0,1.5,1999.0,0.93,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,250362,2018,36.06,20.0,0.67,1997.0,0.51,E
1,Yes,2:3:4:5,No,-,Neither,-,250364,2018,26.18,31.0,0.97,2003.0,1.03,E
0,No,-,No,-,Neither,-,250368,2018,19.94,41.0,1.05,2003.0,0.85,M
2,No,-,No,-,Neither,-,250372,2018,8.62,51.0,0.78,1996.0,0.95,H
