agency_code,count_ALL_PK_ENROLL,count_AM7_PK_ENROLL,count_AS7_PK_ENROLL,count_BL7_PK_ENROLL,count_ELS_PK_ENROLL,count_FEM_PK_ENROLL,count_HI7_PK_ENROLL,count_MALE_PK_ENROLL,count_MU7_PK_ENROLL,count_PI7_PK_ENROLL,count_SWD_PK_ENROLL,count_WH7_PK_ENROLL,pct_ALL_PK_ENROLL,pct_AM7_PK_ENROLL,pct_AS7_PK_ENROLL,pct_BL7_PK_ENROLL,pct_ELS_PK_ENROLL,pct_FEM_PK_ENROLL,pct_HI7_PK_ENROLL,pct_MALE_PK_ENROLL,pct_MU7_PK_ENROLL,pct_PI7_PK_ENROLL,pct_SWD_PK_ENROLL,pct_WH7_PK_ENROLL
900LEA,273.0,1.0,6.0,45.0,78.0,124.0,117.0,149.0,12.0,1.0,2.0,91.0,1.0,0.004,0.022,0.165,1.0,0.454,0.429,0.546,0.044,0.004,0.006999999999999999,0.333
910304,36.0,,,14.0,15.0,20.0,17.0,16.0,,,0.0,5.0,1.0,,,0.389,1.0,0.556,0.472,0.444,,,0.0,0.139
910308,17.0,,,11.0,0.0,8.0,5.0,9.0,1.0,,0.0,,1.0,,,0.647,1.0,0.471,0.294,0.529,0.059,,0.0,
910311,35.0,,2.0,22.0,5.0,17.0,6.0,18.0,1.0,,0.0,4.0,1.0,,0.057,0.629,1.0,0.486,0.171,0.514,0.029,,0.0,0.114
910314,36.0,,1.0,23.0,0.0,18.0,6.0,18.0,,,0.0,6.0,1.0,,0.028,0.639,1.0,0.5,0.16699999999999998,0.5,,,0.0,0.16699999999999998
910340,17.0,,,12.0,0.0,11.0,1.0,6.0,,,0.0,4.0,1.0,,,0.706,1.0,0.647,0.059,0.353,,,0.0,0.235
910346,17.0,,3.0,11.0,3.0,6.0,,11.0,1.0,,0.0,2.0,1.0,,0.17600000000000002,0.647,1.0,0.353,,0.647,0.059,,0.0,0.118
910356,47.0,,,36.0,2.0,20.0,9.0,27.0,1.0,,0.0,1.0,1.0,,,0.7659999999999999,1.0,0.426,0.191,0.574,0.021,,0.0,0.021
910360,37.0,,2.0,28.0,3.0,18.0,3.0,19.0,1.0,,0.0,3.0,1.0,,0.054000000000000006,0.757,1.0,0.486,0.081,0.514,0.027000000000000003,,0.0,0.081
910376,36.0,,1.0,22.0,6.0,18.0,7.0,18.0,,,0.0,6.0,1.0,,0.028,0.611,1.0,0.5,0.194,0.5,,,0.0,0.16699999999999998
910380,18.0,,,7.0,0.0,10.0,7.0,8.0,,,0.0,4.0,1.0,,,0.389,1.0,0.556,0.389,0.444,,,0.0,0.222
910LEA,296.0,,9.0,186.0,34.0,146.0,61.0,150.0,5.0,,0.0,35.0,1.0,,0.03,0.628,1.0,0.493,0.206,0.507,0.017,,0.0,0.118
920302,30.0,,3.0,7.0,17.0,9.0,10.0,21.0,,,3.0,10.0,1.0,,0.1,0.233,1.0,0.3,0.333,0.7,,,0.1,0.333
920303,30.0,2.0,3.0,5.0,13.0,12.0,7.0,18.0,3.0,,4.0,10.0,1.0,0.067,0.1,0.16699999999999998,1.0,0.4,0.233,0.6,0.1,,0.133,0.333
920304,5.0,,,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,2.0,1.0,,,0.2,1.0,0.4,0.2,0.6,0.2,,0.4,0.4
920306,29.0,,,3.0,14.0,16.0,10.0,13.0,1.0,,1.0,15.0,1.0,,,0.103,1.0,0.552,0.345,0.448,0.034,,0.034,0.517
920307,18.0,,12.0,2.0,15.0,7.0,2.0,11.0,,,2.0,2.0,1.0,,0.667,0.111,1.0,0.389,0.111,0.611,,,0.111,0.111
920308,1.0,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,
920320,25.0,,,10.0,9.0,7.0,6.0,18.0,,,3.0,9.0,1.0,,,0.4,1.0,0.28,0.24,0.72,,,0.12,0.36
920325,29.0,,1.0,3.0,15.0,10.0,14.0,19.0,2.0,,1.0,9.0,1.0,,0.034,0.103,1.0,0.345,0.483,0.655,0.069,,0.034,0.31
920326,22.0,,2.0,2.0,13.0,8.0,12.0,14.0,,,4.0,6.0,1.0,,0.091,0.091,1.0,0.364,0.545,0.636,,,0.182,0.273
920327,14.0,,1.0,,0.0,3.0,1.0,11.0,,,0.0,12.0,1.0,,0.071,,1.0,0.214,0.071,0.7859999999999999,,,0.0,0.857
920328,3.0,,1.0,,0.0,,,3.0,,,0.0,2.0,1.0,,0.333,,1.0,,,1.0,,,0.0,0.667
920329,25.0,,2.0,9.0,14.0,6.0,9.0,19.0,,,4.0,5.0,1.0,,0.08,0.36,1.0,0.24,0.36,0.76,,,0.16,0.2
920332,20.0,,2.0,5.0,7.0,11.0,6.0,9.0,,,1.0,7.0,1.0,,0.1,0.25,1.0,0.55,0.3,0.45,,,0.05,0.35
920336,22.0,,3.0,6.0,12.0,3.0,8.0,19.0,1.0,,4.0,4.0,1.0,,0.136,0.273,1.0,0.136,0.364,0.8640000000000001,0.045,,0.182,0.182
920340,29.0,,5.0,1.0,19.0,12.0,10.0,17.0,1.0,,6.0,12.0,1.0,,0.172,0.034,1.0,0.414,0.345,0.586,0.034,,0.207,0.414
920342,18.0,1.0,2.0,6.0,6.0,7.0,2.0,11.0,,,2.0,7.0,1.0,0.056,0.111,0.333,1.0,0.389,0.111,0.611,,,0.111,0.389
920344,4.0,,,2.0,0.0,1.0,1.0,3.0,,,0.0,1.0,1.0,,,0.5,1.0,0.25,0.25,0.75,,,0.0,0.25
920352,28.0,,1.0,8.0,20.0,8.0,15.0,20.0,,,7.0,4.0,1.0,,0.036000000000000004,0.28600000000000003,1.0,0.28600000000000003,0.536,0.7140000000000001,,,0.25,0.14300000000000002
920358,5.0,,1.0,,0.0,,,5.0,,,0.0,4.0,1.0,,0.2,,1.0,,,1.0,,,0.0,0.8
920362,26.0,,2.0,10.0,11.0,10.0,12.0,16.0,1.0,,5.0,1.0,1.0,,0.077,0.385,1.0,0.385,0.462,0.615,0.038,,0.192,0.038
920364,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,,0.5,,1.0,,,1.0,,,0.5,0.5
920369,4.0,,,1.0,0.0,1.0,,3.0,,,0.0,3.0,1.0,,,0.25,1.0,0.25,,0.75,,,0.0,0.75
920376,13.0,,4.0,1.0,6.0,3.0,3.0,10.0,,,1.0,5.0,1.0,,0.308,0.077,1.0,0.231,0.231,0.769,,,0.077,0.385
920380,4.0,,,3.0,0.0,,1.0,4.0,,,0.0,,1.0,,,0.75,1.0,,0.25,1.0,,,0.0,
920384,16.0,,,5.0,7.0,5.0,5.0,11.0,2.0,,0.0,4.0,1.0,,,0.313,1.0,0.313,0.313,0.688,0.125,,0.0,0.25
920393,22.0,,3.0,3.0,17.0,9.0,9.0,13.0,,,2.0,7.0,1.0,,0.136,0.136,1.0,0.409,0.409,0.591,,,0.091,0.318
920396,6.0,,1.0,1.0,1.0,3.0,3.0,3.0,,,1.0,1.0,1.0,,0.16699999999999998,0.16699999999999998,1.0,0.5,0.5,0.5,,,0.16699999999999998,0.16699999999999998
920398,2.0,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,1.0,,0.5,1.0,,,0.5,0.5
920403,27.0,,,8.0,11.0,9.0,12.0,18.0,2.0,,3.0,5.0,1.0,,,0.29600000000000004,1.0,0.333,0.444,0.667,0.07400000000000001,,0.111,0.185
920413,22.0,,,6.0,11.0,10.0,11.0,12.0,,,3.0,5.0,1.0,,,0.273,1.0,0.455,0.5,0.545,,,0.136,0.227
920414,3.0,,,1.0,1.0,,1.0,3.0,1.0,,1.0,,1.0,,,0.333,1.0,,0.333,1.0,0.333,,0.333,
920417,2.0,,,1.0,0.0,1.0,,1.0,,,0.0,1.0,1.0,,,0.5,1.0,0.5,,0.5,,,0.0,0.5
920420,30.0,1.0,,6.0,13.0,14.0,10.0,16.0,3.0,,1.0,10.0,1.0,0.033,,0.2,1.0,0.467,0.333,0.5329999999999999,0.1,,0.033,0.333
920439,4.0,,2.0,,1.0,,1.0,4.0,,,1.0,1.0,1.0,,0.5,,1.0,,0.25,1.0,,,0.25,0.25
920440,14.0,,,3.0,8.0,5.0,5.0,9.0,,,1.0,6.0,1.0,,,0.214,1.0,0.35700000000000004,0.35700000000000004,0.643,,,0.071,0.429
920442,22.0,,3.0,7.0,5.0,13.0,3.0,9.0,,,0.0,9.0,1.0,,0.136,0.318,1.0,0.591,0.136,0.409,,,0.0,0.409
920443,6.0,,1.0,2.0,2.0,1.0,,5.0,,,2.0,3.0,1.0,,0.16699999999999998,0.333,1.0,0.16699999999999998,,0.833,,,0.333,0.5
920446,18.0,,1.0,4.0,12.0,7.0,13.0,11.0,,,0.0,,1.0,,0.056,0.222,1.0,0.389,0.722,0.611,,,0.0,
920447,3.0,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,0.333,1.0,0.333,0.333,0.667,,,0.333,0.333
920448,11.0,,,2.0,3.0,1.0,5.0,10.0,,,3.0,4.0,1.0,,,0.182,1.0,0.091,0.455,0.909,,,0.273,0.364
920449,4.0,,,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,,0.5,1.0,0.5,0.25,0.5,,,0.25,0.25
920451,23.0,,2.0,12.0,10.0,11.0,3.0,12.0,,1.0,1.0,5.0,1.0,,0.087,0.522,1.0,0.478,0.13,0.522,,0.043,0.043,0.217
920452,21.0,,2.0,7.0,9.0,7.0,6.0,14.0,,,3.0,6.0,1.0,,0.095,0.333,1.0,0.333,0.28600000000000003,0.667,,,0.14300000000000002,0.28600000000000003
920453,2.0,,,1.0,0.0,,,2.0,,,0.0,1.0,1.0,,,0.5,1.0,,,1.0,,,0.0,0.5
920454,6.0,,1.0,1.0,4.0,3.0,3.0,3.0,,,4.0,1.0,1.0,,0.16699999999999998,0.16699999999999998,1.0,0.5,0.5,0.5,,,0.667,0.16699999999999998
920456,16.0,,2.0,6.0,8.0,8.0,5.0,8.0,,,1.0,3.0,1.0,,0.125,0.375,1.0,0.5,0.313,0.5,,,0.063,0.188
920457,1.0,,,,0.0,,,1.0,,,0.0,1.0,1.0,,,,1.0,,,1.0,,,0.0,1.0
920459,20.0,1.0,8.0,4.0,10.0,4.0,,16.0,1.0,,6.0,6.0,1.0,0.05,0.4,0.2,1.0,0.2,,0.8,0.05,,0.3,0.3
920460,29.0,,9.0,3.0,3.0,13.0,4.0,16.0,,,3.0,13.0,1.0,,0.31,0.103,1.0,0.448,0.138,0.552,,,0.103,0.448
920464,22.0,,2.0,6.0,11.0,10.0,11.0,12.0,,,1.0,3.0,1.0,,0.091,0.273,1.0,0.455,0.5,0.545,,,0.045,0.136
920467,3.0,,2.0,,1.0,,,3.0,,,1.0,1.0,1.0,,0.667,,1.0,,,1.0,,,0.333,0.333
920468,4.0,,,,0.0,2.0,,2.0,,,0.0,4.0,1.0,,,,1.0,0.5,,0.5,,,0.0,1.0
920474,18.0,,1.0,8.0,5.0,5.0,7.0,13.0,1.0,,0.0,1.0,1.0,,0.056,0.444,1.0,0.278,0.389,0.722,0.056,,0.0,0.056
920476,19.0,,2.0,3.0,7.0,9.0,3.0,10.0,1.0,,3.0,10.0,1.0,,0.105,0.158,1.0,0.474,0.158,0.526,0.053,,0.158,0.526
920480,5.0,,,1.0,3.0,1.0,2.0,4.0,,,3.0,2.0,1.0,,,0.2,1.0,0.2,0.4,0.8,,,0.6,0.4
920488,24.0,,1.0,8.0,11.0,15.0,9.0,9.0,1.0,,1.0,5.0,1.0,,0.042,0.333,1.0,0.625,0.375,0.375,0.042,,0.042,0.208
920494,8.0,,,1.0,1.0,2.0,4.0,6.0,,,1.0,3.0,1.0,,,0.125,1.0,0.25,0.5,0.75,,,0.125,0.375
920496,33.0,,2.0,13.0,16.0,11.0,17.0,22.0,,,2.0,1.0,1.0,,0.061,0.394,1.0,0.333,0.515,0.667,,,0.061,0.03
920501,14.0,,7.0,4.0,8.0,8.0,,6.0,,,2.0,3.0,1.0,,0.5,0.28600000000000003,1.0,0.5710000000000001,,0.429,,,0.14300000000000002,0.214
920514,4.0,,,3.0,0.0,3.0,,1.0,,,0.0,1.0,1.0,,,0.75,1.0,0.75,,0.25,,,0.0,0.25
920520,7.0,,1.0,1.0,2.0,5.0,,2.0,,,2.0,5.0,1.0,,0.14300000000000002,0.14300000000000002,1.0,0.7140000000000001,,0.28600000000000003,,,0.28600000000000003,0.7140000000000001
920521,16.0,,1.0,4.0,6.0,2.0,2.0,14.0,,,2.0,9.0,1.0,,0.063,0.25,1.0,0.125,0.125,0.875,,,0.125,0.563
920522,4.0,,,,0.0,1.0,,3.0,,,0.0,4.0,1.0,,,,1.0,0.25,,0.75,,,0.0,1.0
920523,4.0,,2.0,1.0,0.0,1.0,,3.0,,,0.0,1.0,1.0,,0.5,0.25,1.0,0.25,,0.75,,,0.0,0.25
920531,6.0,,,1.0,2.0,2.0,,4.0,,,2.0,5.0,1.0,,,0.16699999999999998,1.0,0.333,,0.667,,,0.333,0.833
920532,27.0,,,10.0,11.0,8.0,14.0,19.0,,,3.0,3.0,1.0,,,0.37,1.0,0.29600000000000004,0.519,0.7040000000000001,,,0.111,0.111
920533,6.0,,,,1.0,1.0,,5.0,,,1.0,6.0,1.0,,,,1.0,0.16699999999999998,,0.833,,,0.16699999999999998,1.0
920536,22.0,,,11.0,11.0,4.0,9.0,18.0,,,3.0,2.0,1.0,,,0.5,1.0,0.182,0.409,0.818,,,0.136,0.091
920540,4.0,,,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,1.0,,,0.25,1.0,0.25,0.25,0.75,,,0.25,0.5
920543,11.0,,,1.0,4.0,4.0,3.0,7.0,1.0,,4.0,6.0,1.0,,,0.091,1.0,0.364,0.273,0.636,0.091,,0.364,0.545
920544,2.0,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,1.0,,0.5,1.0,,,0.5,0.5
920547,29.0,1.0,2.0,11.0,10.0,9.0,12.0,20.0,1.0,,0.0,2.0,1.0,0.034,0.069,0.379,1.0,0.31,0.414,0.69,0.034,,0.0,0.069
920548,28.0,,,7.0,12.0,10.0,9.0,18.0,,,3.0,12.0,1.0,,,0.25,1.0,0.35700000000000004,0.321,0.643,,,0.107,0.429
920550,4.0,,1.0,1.0,2.0,1.0,1.0,3.0,,,2.0,1.0,1.0,,0.25,0.25,1.0,0.25,0.25,0.75,,,0.5,0.25
920554,20.0,,1.0,3.0,9.0,8.0,7.0,12.0,,,1.0,9.0,1.0,,0.05,0.15,1.0,0.4,0.35,0.6,,,0.05,0.45
920557,12.0,,2.0,1.0,2.0,3.0,3.0,9.0,,,2.0,6.0,1.0,,0.16699999999999998,0.083,1.0,0.25,0.25,0.75,,,0.16699999999999998,0.5
920560,22.0,,,2.0,14.0,9.0,16.0,13.0,1.0,,4.0,3.0,1.0,,,0.091,1.0,0.409,0.727,0.591,0.045,,0.182,0.136
920564,2.0,,,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,0.5,1.0,,0.5,1.0,,,0.5,
920569,3.0,,,1.0,1.0,,,3.0,,,1.0,2.0,1.0,,,0.333,1.0,,,1.0,,,0.333,0.667
920570,4.0,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,1.0,,,0.5,1.0,0.5,,0.5,,,0.0,0.5
920571,18.0,,12.0,1.0,12.0,7.0,2.0,11.0,,,1.0,3.0,1.0,,0.667,0.056,1.0,0.389,0.111,0.611,,,0.056,0.16699999999999998
920576,18.0,,1.0,5.0,10.0,7.0,8.0,11.0,,,0.0,4.0,1.0,,0.056,0.278,1.0,0.389,0.444,0.611,,,0.0,0.222
920580,6.0,,,,2.0,4.0,2.0,2.0,,,2.0,4.0,1.0,,,,1.0,0.667,0.333,0.333,,,0.333,0.667
920584,17.0,,,9.0,3.0,6.0,2.0,11.0,1.0,,0.0,5.0,1.0,,,0.529,1.0,0.353,0.118,0.647,0.059,,0.0,0.294
920593,5.0,,,1.0,2.0,2.0,1.0,3.0,,,2.0,3.0,1.0,,,0.2,1.0,0.4,0.2,0.6,,,0.4,0.6
920597,18.0,,,4.0,8.0,6.0,8.0,12.0,1.0,,4.0,5.0,1.0,,,0.222,1.0,0.333,0.444,0.667,0.056,,0.222,0.278
920598,3.0,,,,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,0.667,0.333,0.333,,,0.333,0.667
920606,5.0,,,,2.0,3.0,1.0,2.0,,,2.0,4.0,1.0,,,,1.0,0.6,0.2,0.4,,,0.4,0.8
920614,7.0,1.0,3.0,1.0,1.0,2.0,,5.0,1.0,,1.0,1.0,1.0,0.14300000000000002,0.429,0.14300000000000002,1.0,0.28600000000000003,,0.7140000000000001,0.14300000000000002,,0.14300000000000002,0.14300000000000002
920616,29.0,,2.0,9.0,14.0,10.0,9.0,19.0,,,3.0,9.0,1.0,,0.069,0.31,1.0,0.345,0.31,0.655,,,0.103,0.31
920618,12.0,,,5.0,1.0,2.0,2.0,10.0,1.0,,1.0,4.0,1.0,,,0.417,1.0,0.16699999999999998,0.16699999999999998,0.833,0.083,,0.083,0.333
920626,29.0,,1.0,3.0,15.0,16.0,16.0,13.0,,,2.0,9.0,1.0,,0.034,0.103,1.0,0.552,0.552,0.448,,,0.069,0.31
920628,17.0,,,7.0,4.0,9.0,5.0,8.0,1.0,,1.0,4.0,1.0,,,0.412,1.0,0.529,0.294,0.471,0.059,,0.059,0.235
920632,15.0,,,3.0,8.0,6.0,9.0,9.0,,,4.0,3.0,1.0,,,0.2,1.0,0.4,0.6,0.6,,,0.267,0.2
920LEA,1322.0,7.0,127.0,325.0,570.0,482.0,431.0,840.0,30.0,1.0,162.0,401.0,1.0,0.005,0.096,0.246,1.0,0.365,0.326,0.635,0.023,0.001,0.123,0.303
930330,33.0,,,25.0,0.0,17.0,,16.0,2.0,,0.0,6.0,1.0,,,0.758,1.0,0.515,,0.485,0.061,,0.0,0.182
930340,27.0,,,15.0,0.0,13.0,4.0,14.0,,,0.0,8.0,1.0,,,0.556,1.0,0.481,0.14800000000000002,0.519,,,0.0,0.29600000000000004
930344,17.0,,,13.0,0.0,7.0,3.0,10.0,,,0.0,1.0,1.0,,,0.765,1.0,0.412,0.17600000000000002,0.588,,,0.0,0.059
930348,18.0,8.0,,8.0,0.0,8.0,1.0,10.0,,,0.0,1.0,1.0,0.444,,0.444,1.0,0.444,0.056,0.556,,,0.0,0.056
930LEA,95.0,8.0,,61.0,0.0,45.0,8.0,50.0,2.0,,0.0,16.0,1.0,0.084,,0.642,1.0,0.474,0.084,0.526,0.021,,0.0,0.168
940306,17.0,,,6.0,2.0,8.0,3.0,9.0,1.0,,0.0,7.0,1.0,,,0.353,1.0,0.471,0.17600000000000002,0.529,0.059,,0.0,0.412
940314,54.0,,,46.0,2.0,28.0,5.0,26.0,1.0,,0.0,2.0,1.0,,,0.852,1.0,0.519,0.093,0.481,0.019,,0.0,0.037000000000000005
940LEA,71.0,,,52.0,4.0,36.0,8.0,35.0,2.0,,0.0,9.0,1.0,,,0.732,1.0,0.507,0.113,0.493,0.028,,0.0,0.127
950312,14.0,,1.0,,0.0,7.0,1.0,7.0,,,0.0,12.0,1.0,,0.071,,1.0,0.5,0.071,0.5,,,0.0,0.857
950316,17.0,,,1.0,0.0,8.0,3.0,9.0,,,0.0,13.0,1.0,,,0.059,1.0,0.471,0.17600000000000002,0.529,,,0.0,0.765
950320,18.0,,,,0.0,7.0,,11.0,1.0,,0.0,17.0,1.0,,,,1.0,0.389,,0.611,0.056,,0.0,0.944
950322,18.0,,3.0,,0.0,6.0,9.0,12.0,2.0,,0.0,4.0,1.0,,0.16699999999999998,,1.0,0.333,0.5,0.667,0.111,,0.0,0.222
950328,17.0,,2.0,,0.0,4.0,4.0,13.0,1.0,,0.0,10.0,1.0,,0.118,,1.0,0.235,0.235,0.765,0.059,,0.0,0.588
950332,17.0,,,,0.0,12.0,4.0,5.0,,,0.0,13.0,1.0,,,,1.0,0.706,0.235,0.294,,,0.0,0.765
950LEA,101.0,,6.0,1.0,0.0,44.0,21.0,57.0,4.0,,0.0,69.0,1.0,,0.059,0.01,1.0,0.436,0.208,0.564,0.04,,0.0,0.6829999999999999
960314,18.0,,,7.0,0.0,9.0,9.0,9.0,2.0,,0.0,,1.0,,,0.389,1.0,0.5,0.5,0.5,0.111,,0.0,
960316,18.0,,,7.0,0.0,9.0,3.0,9.0,1.0,,0.0,7.0,1.0,,,0.389,1.0,0.5,0.16699999999999998,0.5,0.056,,0.0,0.389
960329,18.0,,,12.0,0.0,14.0,1.0,4.0,1.0,,0.0,4.0,1.0,,,0.667,1.0,0.778,0.056,0.222,0.056,,0.0,0.222
960332,24.0,,,10.0,0.0,7.0,3.0,17.0,1.0,,0.0,10.0,1.0,,,0.417,1.0,0.292,0.125,0.708,0.042,,0.0,0.417
960334,18.0,,,4.0,0.0,6.0,2.0,12.0,2.0,,0.0,10.0,1.0,,,0.222,1.0,0.333,0.111,0.667,0.111,,0.0,0.556
960344,18.0,,1.0,8.0,0.0,11.0,1.0,7.0,1.0,,0.0,7.0,1.0,,0.056,0.444,1.0,0.611,0.056,0.389,0.056,,0.0,0.389
960370,18.0,,,2.0,0.0,10.0,2.0,8.0,3.0,,0.0,11.0,1.0,,,0.111,1.0,0.556,0.111,0.444,0.16699999999999998,,0.0,0.611
960382,18.0,,,5.0,0.0,13.0,8.0,5.0,,,0.0,5.0,1.0,,,0.278,1.0,0.722,0.444,0.278,,,0.0,0.278
960388,18.0,,1.0,6.0,0.0,5.0,3.0,13.0,2.0,,0.0,6.0,1.0,,0.056,0.333,1.0,0.278,0.16699999999999998,0.722,0.111,,0.0,0.333
960390,18.0,,,13.0,0.0,8.0,1.0,10.0,2.0,,0.0,2.0,1.0,,,0.722,1.0,0.444,0.056,0.556,0.111,,0.0,0.111
960450,18.0,,,6.0,0.0,10.0,1.0,8.0,,,0.0,11.0,1.0,,,0.333,1.0,0.556,0.056,0.444,,,0.0,0.611
960LEA,204.0,,2.0,80.0,0.0,102.0,34.0,102.0,15.0,,0.0,73.0,1.0,,0.01,0.392,1.0,0.5,0.16699999999999998,0.5,0.07400000000000001,,0.0,0.358
970308,16.0,,,,0.0,9.0,2.0,7.0,3.0,,0.0,11.0,1.0,,,,1.0,0.563,0.125,0.438,0.188,,0.0,0.688
970310,16.0,,,,0.0,8.0,3.0,8.0,,,0.0,13.0,1.0,,,,1.0,0.5,0.188,0.5,,,0.0,0.813
970312,31.0,,,1.0,0.0,15.0,5.0,16.0,1.0,,0.0,24.0,1.0,,,0.032,1.0,0.484,0.161,0.516,0.032,,0.0,0.774
970337,64.0,1.0,,,0.0,32.0,16.0,32.0,2.0,,0.0,45.0,1.0,0.016,,,1.0,0.5,0.25,0.5,0.031,,0.0,0.703
970340,26.0,,,2.0,0.0,11.0,9.0,15.0,1.0,,0.0,14.0,1.0,,,0.077,1.0,0.423,0.34600000000000003,0.5770000000000001,0.038,,0.0,0.5379999999999999
970344,18.0,,,,0.0,10.0,2.0,8.0,,,0.0,16.0,1.0,,,,1.0,0.556,0.111,0.444,,,0.0,0.889
970348,54.0,,,,0.0,29.0,3.0,25.0,3.0,,0.0,48.0,1.0,,,,1.0,0.537,0.056,0.463,0.056,,0.0,0.889
970352,32.0,,,,0.0,20.0,11.0,12.0,1.0,,0.0,20.0,1.0,,,,1.0,0.625,0.344,0.375,0.031,,0.0,0.625
970360,31.0,,,1.0,0.0,17.0,8.0,14.0,6.0,,0.0,16.0,1.0,,,0.032,1.0,0.5479999999999999,0.258,0.452,0.194,,0.0,0.516
970368,16.0,,,,0.0,10.0,3.0,6.0,2.0,,0.0,11.0,1.0,,,,1.0,0.625,0.188,0.375,0.125,,0.0,0.688
970370,32.0,,,,0.0,19.0,3.0,13.0,3.0,,0.0,26.0,1.0,,,,1.0,0.594,0.094,0.406,0.094,,0.0,0.813
970392,31.0,,1.0,3.0,0.0,15.0,6.0,16.0,3.0,,0.0,18.0,1.0,,0.032,0.097,1.0,0.484,0.194,0.516,0.097,,0.0,0.581
970LEA,367.0,1.0,1.0,7.0,0.0,195.0,71.0,172.0,25.0,,0.0,262.0,1.0,0.003,0.003,0.019,1.0,0.531,0.193,0.469,0.068,,0.0,0.7140000000000001
980344,12.0,,,9.0,0.0,3.0,1.0,9.0,,,0.0,2.0,1.0,,,0.75,1.0,0.25,0.083,0.75,,,0.0,0.16699999999999998
980357,33.0,,,26.0,0.0,21.0,5.0,12.0,,,0.0,2.0,1.0,,,0.7879999999999999,1.0,0.636,0.152,0.364,,,0.0,0.061
980LEA,45.0,,,35.0,0.0,24.0,6.0,21.0,,,0.0,4.0,1.0,,,0.778,1.0,0.5329999999999999,0.133,0.467,,,0.0,0.08900000000000001
990304,19.0,,,,0.0,5.0,2.0,14.0,1.0,,0.0,16.0,1.0,,,,1.0,0.263,0.105,0.737,0.053,,0.0,0.8420000000000001
990308,17.0,,,,0.0,9.0,7.0,8.0,,,0.0,10.0,1.0,,,,1.0,0.529,0.412,0.471,,,0.0,0.588
990312,17.0,,1.0,,0.0,7.0,3.0,10.0,,,0.0,13.0,1.0,,0.059,,1.0,0.412,0.17600000000000002,0.588,,,0.0,0.765
990316,15.0,,,,0.0,8.0,,7.0,,,0.0,15.0,1.0,,,,1.0,0.5329999999999999,,0.467,,,0.0,1.0
990320,20.0,,,,0.0,12.0,1.0,8.0,,,0.0,19.0,1.0,,,,1.0,0.6,0.05,0.4,,,0.0,0.95
990324,25.0,,,2.0,0.0,10.0,3.0,15.0,1.0,1.0,0.0,18.0,1.0,,,0.08,1.0,0.4,0.12,0.6,0.04,0.04,0.0,0.72
990328,48.0,,,,0.0,23.0,18.0,25.0,,,0.0,30.0,1.0,,,,1.0,0.479,0.375,0.521,,,0.0,0.625
990336,51.0,,,1.0,0.0,20.0,22.0,31.0,,,0.0,28.0,1.0,,,0.02,1.0,0.392,0.431,0.608,,,0.0,0.5489999999999999
990LEA,212.0,,1.0,3.0,0.0,94.0,56.0,118.0,2.0,1.0,0.0,149.0,1.0,,0.005,0.014,1.0,0.443,0.264,0.557,0.009000000000000001,0.005,0.0,0.703
995304,2.0,,,,0.0,1.0,,1.0,,,0.0,2.0,1.0,,,,1.0,0.5,,0.5,,,0.0,1.0
995312,2.0,,,,0.0,1.0,,1.0,,,0.0,2.0,1.0,,,,1.0,0.5,,0.5,,,0.0,1.0
995330,9.0,,,,0.0,5.0,,4.0,,,0.0,9.0,1.0,,,,1.0,0.556,,0.444,,,0.0,1.0
995LEA,13.0,,,,0.0,7.0,,6.0,,,0.0,13.0,1.0,,,,1.0,0.5379999999999999,,0.462,,,0.0,1.0
NC-SEA,21428.0,392.0,770.0,6384.0,1322.0,9825.0,5591.0,11603.0,878.0,39.0,249.0,7377.0,1.0,0.018000000000000002,0.036000000000000004,0.298,1.0,0.459,0.261,0.541,0.041,0.002,0.012,0.344
